JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
SIT	Journal de situation	11	20250101	7010000009	Ventes de produits finis (TVA 20%)			42	20250101	Extourne - CITEO & L'OREAL 2024 livrées en 2025	23000,0	0,0				23000,00	EUR
SIT	Journal de situation	11	20250101	44587	Taxes sur le chiffre d'affaires sur factures à établir			42	20250101	Extourne - CITEO & L'OREAL 2024 livrées en 2025	4600,0	0,0	C	20250101		4600,00	EUR
SIT	Journal de situation	11	20250101	4181	CLIENTS - FACTURES À ÉTABLIR			42	20250101	Extourne - CITEO & L'OREAL 2024 livrées en 2025	0,0	27600,0				-27600,00	EUR
BQ1	Journal de trésorerie - QONTO	12	20250101	5121001	Qonto - QONTO			3	20250101	Marianne PROOPS - Marianne PROOPS	0,0	95,6				-95,60	EUR
BQ1	Journal de trésorerie - QONTO	12	20250101	625	DÉPLACEMENTS, MISSIONS ET RÉCEPTIONS			3	20250101	Marianne PROOPS - Marianne PROOPS	95,6	0,0				95,60	EUR
BQ1	Journal de trésorerie - QONTO	13	20250101	5121001	Qonto - QONTO			2	20250101	ABONNEMENT QUONTO - ABONNEMENT QUONTO	0,0	27,6				-27,60	EUR
BQ1	Journal de trésorerie - QONTO	13	20250101	6270000003	FRAIS BANCAIRES - QONTO (Pas de TVA)			2	20250101	ABONNEMENT QUONTO - ABONNEMENT QUONTO	27,6	0,0				27,60	EUR
BQ1	Journal de trésorerie - QONTO	14	20250101	5121001	Qonto - QONTO			7	20250101	BAR DU FRANCAIS - BAR DU FRANCAIS	0,0	66,0				-66,00	EUR
BQ1	Journal de trésorerie - QONTO	14	20250101	401	Fournisseurs	401RESTAURANT	RESTAURANT	7	20250101	BAR DU FRANCAIS - BAR DU FRANCAIS	66,0	0,0	D	20250101		66,00	EUR
OD	Journal des opérations diverses	15	20250101	44571	TVA collectée			BOK3LU6GNJ	20250101	TVA COLLECTEE N-1	11600,52	0,0	E	20250101		11600,52	EUR
OD	Journal des opérations diverses	15	20250101	44571009	TVA collectée à 20%			BOK3LU6GNJ	20250101	TVA COLLECTEE N-1	0,0	11600,52	F	20251231		-11600,52	EUR
HA	Journal d’achat	16	20250101	6240000009	TRANSPORTS DE BIENS ET TRANSPORTS COLLECTIFS DU PERSONNEL (TVA 20%)			4SM3XHXHTN	20250101	CHRONOPOST 06/25	34,08	0,0				34,08	EUR
HA	Journal d’achat	16	20250101	401	Fournisseurs	401CHRONOPOST	CHRONOPOST	4SM3XHXHTN	20250101	CHRONOPOST 06/25	0,0	40,9	G	20250628		-40,90	EUR
HA	Journal d’achat	16	20250101	4456400009	TVA déductible sur encaissements (TVA 20%)			4SM3XHXHTN	20250101	CHRONOPOST 06/25	6,82	0,0	H	20250628		6,82	EUR
HA	Journal d’achat	17	20250101	6240000009	TRANSPORTS DE BIENS ET TRANSPORTS COLLECTIFS DU PERSONNEL (TVA 20%)			KCVCDX5AY5	20250101	401SUPERVAN 09/25	106,67	0,0				106,67	EUR
HA	Journal d’achat	17	20250101	401	Fournisseurs	401SUPERVAN	401SUPERVAN	KCVCDX5AY5	20250101	401SUPERVAN 09/25	0,0	128,0	I	20250101		-128,00	EUR
HA	Journal d’achat	17	20250101	4456400009	TVA déductible sur encaissements (TVA 20%)			KCVCDX5AY5	20250101	401SUPERVAN 09/25	21,33	0,0	J	20250101		21,33	EUR
VT	Journal de vente	18	20250101	419000002	AVANCES REÇUES SUR COMMANDES			107MZOG41R	20250101	REAFFECTATION - 2025	3301,92	0,0	K	20250101		3301,92	EUR
VT	Journal de vente	18	20250101	411	Clients	411GAMA	GAMA	107MZOG41R	20250101	REAFFECTATION - 2025	0,0	3301,92	L	20250423		-3301,92	EUR
VT	Journal de vente	19	20250101	419000002	AVANCES REÇUES SUR COMMANDES			RA03LXH0YD	20250101	REAFFECTATION - 2025	4884,48	0,0	K	20250101		4884,48	EUR
VT	Journal de vente	19	20250101	411	Clients	411FINELEC	FINELEC	RA03LXH0YD	20250101	REAFFECTATION - 2025	0,0	4884,48	M	20250516		-4884,48	EUR
OD	Journal des opérations diverses	20	20250101	419000002	AVANCES REÇUES SUR COMMANDES			748LFMGDY	20250101	REAFFECTATION - 2025	12672,0	0,0	K	20250101		12672,00	EUR
OD	Journal des opérations diverses	20	20250101	411	Clients	411ATELIERARKHAL	ATELIER ARKHAL	748LFMGDY	20250101	REAFFECTATION - 2025	0,0	12672,0	N	20250526		-12672,00	EUR
OD	Journal des opérations diverses	21	20250101	419000002	AVANCES REÇUES SUR COMMANDES			23GDEGFH0	20250101	REAFFECTATION - 2025	7348,32	0,0	K	20250101		7348,32	EUR
OD	Journal des opérations diverses	21	20250101	411	Clients	411UNIVERS	UNI-VERS	23GDEGFH0	20250101	REAFFECTATION - 2025	0,0	7348,32	O	20260203		-7348,32	EUR
HA	Journal d’achat	22	20250101	6063000009	Fournitures d'entretien et de petit équipement (TVA 20%)			MCHIZSJCHV	20250101	AMAZON	6,53	0,0				6,53	EUR
HA	Journal d’achat	22	20250101	401	Fournisseurs	401AMAZON	AMAZON	MCHIZSJCHV	20250101	AMAZON	0,0	7,84	P	20250101		-7,84	EUR
HA	Journal d’achat	22	20250101	44566	TVA sur autres biens et services			MCHIZSJCHV	20250101	AMAZON	1,31	0,0				1,31	EUR
BQ1	Journal de trésorerie - QONTO	23	20250101	5121001	Qonto - QONTO			10	20250101	AMZN Mktp FR*ZQ89P10N5 - AMZN Mktp FR*ZQ89P10N5	0,0	7,84				-7,84	EUR
BQ1	Journal de trésorerie - QONTO	23	20250101	401	Fournisseurs	401AMAZON	AMAZON	10	20250101	AMZN Mktp FR*ZQ89P10N5 - AMZN Mktp FR*ZQ89P10N5	7,84	0,0	P	20250101		7,84	EUR
HA	Journal d’achat	24	20250101	6063000009	Fournitures d'entretien et de petit équipement (TVA 20%)			1AQ2UWWWXN	20250101	AMAZON	10,42	0,0				10,42	EUR
HA	Journal d’achat	24	20250101	401	Fournisseurs	401AMAZON	AMAZON	1AQ2UWWWXN	20250101	AMAZON	0,0	12,5	Q	20250101		-12,50	EUR
HA	Journal d’achat	24	20250101	44566	TVA sur autres biens et services			1AQ2UWWWXN	20250101	AMAZON	2,08	0,0				2,08	EUR
BQ1	Journal de trésorerie - QONTO	25	20250101	5121001	Qonto - QONTO			4	20250101	AMAZON CB - AMAZON CB	0,0	12,5				-12,50	EUR
BQ1	Journal de trésorerie - QONTO	25	20250101	401	Fournisseurs	401AMAZON	AMAZON	4	20250101	AMAZON CB - AMAZON CB	12,5	0,0	Q	20250101		12,50	EUR
HA	Journal d’achat	26	20250101	6063000003	Fournitures d'entretien et de petit équipement (Pas de TVA)			FOQWHCFAUQ	20250101	AMAZON	43,66	0,0				43,66	EUR
HA	Journal d’achat	26	20250101	401	Fournisseurs	401AMAZON	AMAZON	FOQWHCFAUQ	20250101	AMAZON	0,0	43,66	R	20250101		-43,66	EUR
BQ1	Journal de trésorerie - QONTO	27	20250101	5121001	Qonto - QONTO			9	20250101	Amazon.fr*WK6TO0FF5 - Amazon.fr*WK6TO0FF5	0,0	43,66				-43,66	EUR
BQ1	Journal de trésorerie - QONTO	27	20250101	401	Fournisseurs	401AMAZON	AMAZON	9	20250101	Amazon.fr*WK6TO0FF5 - Amazon.fr*WK6TO0FF5	43,66	0,0	R	20250101		43,66	EUR
HA	Journal d’achat	28	20250101	6063000009	Fournitures d'entretien et de petit équipement (TVA 20%)			FZO5AOBJT3	20250101	AMAZON	23,17	0,0				23,17	EUR
HA	Journal d’achat	28	20250101	401	Fournisseurs	401AMAZON	AMAZON	FZO5AOBJT3	20250101	AMAZON	0,0	27,8	S	20250101		-27,80	EUR
HA	Journal d’achat	28	20250101	44566	TVA sur autres biens et services			FZO5AOBJT3	20250101	AMAZON	4,63	0,0				4,63	EUR
BQ1	Journal de trésorerie - QONTO	29	20250101	5121001	Qonto - QONTO			6	20250101	AMZN Mktp FR*E537S79A5 - AMZN Mktp FR*E537S79A5	0,0	27,8				-27,80	EUR
BQ1	Journal de trésorerie - QONTO	29	20250101	401	Fournisseurs	401AMAZON	AMAZON	6	20250101	AMZN Mktp FR*E537S79A5 - AMZN Mktp FR*E537S79A5	27,8	0,0	S	20250101		27,80	EUR
HA	Journal d’achat	30	20250101	6063000009	Fournitures d'entretien et de petit équipement (TVA 20%)			WCWDV3HKPB	20250101	AMAZON	21,66	0,0				21,66	EUR
HA	Journal d’achat	30	20250101	401	Fournisseurs	401AMAZON	AMAZON	WCWDV3HKPB	20250101	AMAZON	0,0	25,99	T	20250101		-25,99	EUR
HA	Journal d’achat	30	20250101	44566	TVA sur autres biens et services			WCWDV3HKPB	20250101	AMAZON	4,33	0,0				4,33	EUR
BQ1	Journal de trésorerie - QONTO	31	20250101	5121001	Qonto - QONTO			5	20250101	AMAZON CB - AMAZON CB	0,0	25,99				-25,99	EUR
BQ1	Journal de trésorerie - QONTO	31	20250101	401	Fournisseurs	401AMAZON	AMAZON	5	20250101	AMAZON CB - AMAZON CB	25,99	0,0	T	20250101		25,99	EUR
HA	Journal d’achat	32	20250101	6150000009	Entretien et réparation (TVA 20%)			GJ3OIIZL5S	20250101	Facture INDUSTECHNIC - F202406517	2768,0	0,0				2768,00	EUR
HA	Journal d’achat	32	20250101	401	Fournisseurs	401INDUSTECHNIC	INDUSTECHNIC	GJ3OIIZL5S	20250101	Facture INDUSTECHNIC - F202406517	0,0	3321,6	U	20250411		-3321,60	EUR
HA	Journal d’achat	32	20250101	4456400009	TVA déductible sur encaissements (TVA 20%)			GJ3OIIZL5S	20250101	Facture INDUSTECHNIC - F202406517	553,6	0,0	V	20250410		553,60	EUR
HA	Journal d’achat	33	20250101	6063000009	Fournitures d'entretien et de petit équipement (TVA 20%)			UEKGHTNGRY	20250101	INDUSTECHNIC	145,0	0,0				145,00	EUR
HA	Journal d’achat	33	20250101	401	Fournisseurs	401INDUSTECHNIC	INDUSTECHNIC	UEKGHTNGRY	20250101	INDUSTECHNIC	0,0	174,0	W	20250410		-174,00	EUR
HA	Journal d’achat	33	20250101	44566	TVA sur autres biens et services			UEKGHTNGRY	20250101	INDUSTECHNIC	29,0	0,0				29,00	EUR
OD	Journal des opérations diverses	34	20250101	310	Matières premières et fournitures			XVHWT0ZSHP	20250101	STOCK 2024 – Extourne - 31.12.24 – Extourne	0,0	8000,0	X	20250101		-8000,00	EUR
OD	Journal des opérations diverses	34	20250101	6031	Variation des stocks de matières premières et fournitures			XVHWT0ZSHP	20250101	STOCK 31.12.24 - MATIERES PREMIERES RECYCLEES – Extourne - 31.12.24 – Extourne	8000,0	0,0				8000,00	EUR
AN	Journal des à-nouveaux	35	20250101	1013	Capital souscrit - appelé, versé			QPAXZ4SGYX	20250101	Report à nouveau	0,0	16029,0				-16029,00	EUR
AN	Journal des à-nouveaux	35	20250101	119	Report à nouveau - solde débiteur			QPAXZ4SGYX	20250101	Report à nouveau	290877,96	0,0				290877,96	EUR
AN	Journal des à-nouveaux	35	20250101	1041	Primes d'émission			QPAXZ4SGYX	20250101	Report à nouveau	0,0	334471,0				-334471,00	EUR
AN	Journal des à-nouveaux	35	20250101	1061	Réserve légale			QPAXZ4SGYX	20250101	Report à nouveau	0,0	73,0				-73,00	EUR
AN	Journal des à-nouveaux	35	20250101	215	Installations techniques, matériels et outillages industriels			QPAXZ4SGYX	20250101	Report à nouveau	5621,26	0,0				5621,26	EUR
AN	Journal des à-nouveaux	35	20250101	2183	Matériel de bureau et matériel informatique			QPAXZ4SGYX	20250101	Report à nouveau	1039,09	0,0				1039,09	EUR
AN	Journal des à-nouveaux	35	20250101	2181	Installations générales, agencements, aménagements divers			QPAXZ4SGYX	20250101	Report à nouveau	33200,0	0,0				33200,00	EUR
AN	Journal des à-nouveaux	35	20250101	275	Dépôts et cautionnements versés			QPAXZ4SGYX	20250101	Report à nouveau	3286,2	0,0				3286,20	EUR
AN	Journal des à-nouveaux	35	20250101	271	TITRES IMMOBILISÉS (DROIT DE PROPRIÉTÉ)			QPAXZ4SGYX	20250101	Report à nouveau	1019,2	0,0				1019,20	EUR
AN	Journal des à-nouveaux	35	20250101	2815	Installations, matériel et outillage industriels			QPAXZ4SGYX	20250101	Report à nouveau	0,0	600,36				-600,36	EUR
AN	Journal des à-nouveaux	35	20250101	310	Matières premières et fournitures			QPAXZ4SGYX	20250101	Report à nouveau	8000,0	0,0	X	20250101		8000,00	EUR
AN	Journal des à-nouveaux	35	20250101	28154	AMORTISSEMENT DES INSTALLATIONS TECHNIQUES, MATÉRIEL ET OUTILLAGE			QPAXZ4SGYX	20250101	Report à nouveau	0,0	86135,0				-86135,00	EUR
AN	Journal des à-nouveaux	35	20250101	2182000003	Matériel de transport (Pas de TVA)			QPAXZ4SGYX	20250101	Report à nouveau	1349,0	0,0				1349,00	EUR
AN	Journal des à-nouveaux	35	20250101	2154000009	Matériels industriels (TVA 20%)			QPAXZ4SGYX	20250101	Report à nouveau	207516,24	0,0				207516,24	EUR
AN	Journal des à-nouveaux	35	20250101	5121002	Nef Pro - LA NEF			QPAXZ4SGYX	20250101	Report à nouveau	842,71	0,0				842,71	EUR
AN	Journal des à-nouveaux	35	20250101	28183	AMORTISSEMENT DU MATÉRIEL DE BUREAU ET INFORMATIQUE			QPAXZ4SGYX	20250101	Report à nouveau	0,0	175,91				-175,91	EUR
AN	Journal des à-nouveaux	35	20250101	131001	SUBVENTION D'ÉQUIPEMENT - ADEME			QPAXZ4SGYX	20250101	Report à nouveau	0,0	59608,79				-59608,79	EUR
AN	Journal des à-nouveaux	35	20250101	28181	AMORTISSEMENT DES INSTALLATIONS GÉNÉRALES			QPAXZ4SGYX	20250101	Report à nouveau	0,0	8813,48				-8813,48	EUR
AN	Journal des à-nouveaux	35	20250101	5121001	Qonto - QONTO			QPAXZ4SGYX	20250101	Report à nouveau	56936,67	0,0				56936,67	EUR
AN	Journal des à-nouveaux	35	20250101	28184	AMORTISSEMENT DU MOBILIER			QPAXZ4SGYX	20250101	Report à nouveau	0,0	78,19				-78,19	EUR
AN	Journal des à-nouveaux	35	20250101	28182	AMORTISSEMENT DU MATÉRIEL DE TRANSPORT			QPAXZ4SGYX	20250101	Report à nouveau	0,0	38,09				-38,09	EUR
AN	Journal des à-nouveaux	35	20250101	1642	EMPRUNT LA NEF			QPAXZ4SGYX	20250101	Report à nouveau	0,0	100000,0				-100000,00	EUR
AN	Journal des à-nouveaux	35	20250101	2184000009	Mobilier (TVA 20%)			QPAXZ4SGYX	20250101	Report à nouveau	499,17	0,0				499,17	EUR
AN	Journal des à-nouveaux	35	20250101	139001	AMORTISSEMENT SUBVENTION D'ÉQUIPEMENT - ADEME			QPAXZ4SGYX	20250101	Report à nouveau	23499,98	0,0				23499,98	EUR
AN	Journal des à-nouveaux	35	20250101	4081	Fournisseurs			QPAXZ4SGYX	20250101	2024-12-31 – HONORAIRES SOCIAUX 12.24 – 19 - Report à nouveau	0,0	64,8	A	20250101		-64,80	EUR
AN	Journal des à-nouveaux	35	20250101	4081	Fournisseurs			QPAXZ4SGYX	20250101	2024-12-31 – PRORAYONNAGE – 24 - Report à nouveau	0,0	730,66	A	20250101		-730,66	EUR
AN	Journal des à-nouveaux	35	20250101	4081	Fournisseurs			QPAXZ4SGYX	20250101	2024-12-31 – HONORAIRES SCAN FACTURES PAPIERS – 26 - Report à nouveau	0,0	300,0	A	20250101		-300,00	EUR
AN	Journal des à-nouveaux	35	20250101	4091	Fournisseurs - Avances et acomptes versés sur commandes			QPAXZ4SGYX	20250101	2024-12-31 – PRORAYONNAGE – 22 - Report à nouveau	730,66	0,0				730,66	EUR
AN	Journal des à-nouveaux	35	20250101	4091	Fournisseurs - Avances et acomptes versés sur commandes			QPAXZ4SGYX	20250101	2024-12-31 – MCPP – 25 - Report à nouveau	2691,0	0,0				2691,00	EUR
AN	Journal des à-nouveaux	35	20250101	4181	CLIENTS - FACTURES À ÉTABLIR			QPAXZ4SGYX	20250101	2024-12-31 – CITEO & L'OREAL 2024 livrées en 2025 – 41 - Report à nouveau	27600,0	0,0				27600,00	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-01-01 – Provision CP - décembre 2023 - Report à nouveau	0,0	4589,31	Y	20250101		-4589,31	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-01-31 – Extourne Provision CP - décembre 20 – Non dispo - Report à nouveau	4589,31	0,0	Y	20250101		4589,31	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-01-31 – Provision CP - janvier 2024 – Non dispo - Report à nouveau	0,0	4825,9	Z	20250101		-4825,90	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-02-29 – Extourne Provision CP - janvier 202 – Non dispo - Report à nouveau	4825,9	0,0	Z	20250101		4825,90	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-02-29 – Provision CP - février 2024 – Non dispo - Report à nouveau	0,0	5185,93	BA	20250101		-5185,93	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-03-31 – Extourne Provision CP - février 202 – Non dispo - Report à nouveau	5185,93	0,0	BA	20250101		5185,93	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-03-31 – Provision CP - mars 2024 – Non dispo - Report à nouveau	0,0	5545,93	BB	20250101		-5545,93	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-04-30 – Extourne Provision CP - mars 2024 – Non dispo - Report à nouveau	5545,93	0,0	BB	20250101		5545,93	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-04-30 – Provision CP - avril 2024 – Non dispo - Report à nouveau	0,0	6029,33	BC	20250101		-6029,33	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-05-31 – Extourne Provision CP - avril 2024 – Non dispo - Report à nouveau	6029,33	0,0	BC	20250101		6029,33	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-05-31 – Provision CP - mai 2024 – Non dispo - Report à nouveau	0,0	6019,19	BD	20250101		-6019,19	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-06-30 – Extourne Provision CP - mai 2024 – Non dispo - Report à nouveau	6019,19	0,0	BD	20250101		6019,19	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-06-30 – Provision CP - juin 2024 – Non dispo - Report à nouveau	0,0	6318,15	BE	20250101		-6318,15	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-07-31 – Extourne Provision CP - juin 2024 – Non dispo - Report à nouveau	6318,15	0,0	BE	20250101		6318,15	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-07-31 – Provision CP - juillet 2024 – Non dispo - Report à nouveau	0,0	6432,7	BF	20250101		-6432,70	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-08-31 – Extourne Provision CP - juillet 202 – Non dispo - Report à nouveau	6432,7	0,0	BF	20250101		6432,70	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-08-31 – Provision CP - août 2024 – Non dispo - Report à nouveau	0,0	3550,24	BG	20250101		-3550,24	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-09-30 – Extourne Provision CP - août 2024 – Non dispo - Report à nouveau	3550,24	0,0	BG	20250101		3550,24	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-09-30 – Provision CP - septembre 2024 – Non dispo - Report à nouveau	0,0	3665,93	BH	20250101		-3665,93	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-10-31 – Extourne Provision CP - septembre 2 – Non dispo - Report à nouveau	3665,93	0,0	BH	20250101		3665,93	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-10-31 – Provision CP - octobre 2024 – Non dispo - Report à nouveau	0,0	4142,65	BI	20250101		-4142,65	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-11-30 – Extourne Provision CP - octobre 202 – Non dispo - Report à nouveau	4142,65	0,0	BI	20250101		4142,65	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-11-30 – Provision CP - novembre 2024 – Non dispo - Report à nouveau	0,0	5654,04	BJ	20250101		-5654,04	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-12-31 – Extourne Provision CP - novembre 20 – Non dispo - Report à nouveau	5654,04	0,0	BJ	20250101		5654,04	EUR
AN	Journal des à-nouveaux	35	20250101	4282	Dettes provisionnées pour congés à payer			QPAXZ4SGYX	20250101	2024-12-31 – Provision CP - décembre 2024 – Non dispo - Report à nouveau	0,0	5317,49	BK	20250131		-5317,49	EUR
AN	Journal des à-nouveaux	35	20250101	431	Sécurité sociale			QPAXZ4SGYX	20250101	2024-01-01 – SALAIRES 12/2023 - Report à nouveau	0,0	2448,98	BL	20250116		-2448,98	EUR
AN	Journal des à-nouveaux	35	20250101	4382	Charges sociales sur congés à payer			QPAXZ4SGYX	20250101	2024-01-01 – Provision CP - décembre 2023 - Report à nouveau	0,0	1985,96	BM	20250131		-1985,96	EUR
AN	Journal des à-nouveaux	35	20250101	431	Sécurité sociale			QPAXZ4SGYX	20250101	2024-01-31 – SALAIRES 01/2024 - Report à nouveau	0,0	2434,47	BL	20250116		-2434,47	EUR
AN	Journal des à-nouveaux	35	20250101	4382	Charges sociales sur congés à payer			QPAXZ4SGYX	20250101	2024-01-31 – Extourne Provision CP - décembre 20 – Non dispo - Report à nouveau	1985,96	0,0	BM	20250131		1985,96	EUR
AN	Journal des à-nouveaux	35	20250101	4382	Charges sociales sur congés à payer			QPAXZ4SGYX	20250101	2024-01-31 – Provision CP - janvier 2024 – Non dispo - Report à nouveau	0,0	2087,02	BM	20250131		-2087,02	EUR
AN	Journal des à-nouveaux	35	20250101	431	Sécurité sociale			QPAXZ4SGYX	20250101	2024-09-10 – Différence lettrage du 10/09/2024 – Non dispo - Report à nouveau	0,0	2,53	BL	20250116		-2,53	EUR
AN	Journal des à-nouveaux	35	20250101	431	Sécurité sociale			QPAXZ4SGYX	20250101	2024-12-13 – Différence lettrage du 13/12/2024 – Non dispo - Report à nouveau	0,0	2,11	BL	20250116		-2,11	EUR
AN	Journal des à-nouveaux	35	20250101	431	Sécurité sociale			QPAXZ4SGYX	20250101	2024-03-15 – Différence lettrage du 15/03/2024 – Non dispo - Report à nouveau	0,0	2,53	BL	20250116		-2,53	EUR
